Storage Capacity,Flow Capacity
0.0,0.0
0.00011991202336503193,0.0007103272448495131
0.0002274548023706302,0.0013464346633226972
0.00033802122925408185,0.002000367625278304
0.0004486858379095793,0.0026535503431829493
0.0005533467628993094,0.0032711798144676044
0.0006744062411598861,0.003985273329421396
0.0007933577871881425,0.004686373058084083
0.0008991045178845525,0.005309012961180823
0.0009993846761062741,0.005898920174243312
0.0010964983375743032,0.006469290448154125
0.0012070098891854286,0.007118221918854427
0.0013186377473175526,0.00777366483815101
0.0014326099772006273,0.008442719093120842
0.0015240185894072056,0.008979050499665076
0.0016301806317642331,0.009601813518401073
0.0017324117943644524,0.010201272972682678
0.001851315377280116,0.01089835674596655
0.0019554472528398037,0.011508018309187533
0.002080191858112812,0.012236338495887716
0.002178460592404008,0.012809983536263782
0.002278036903589964,0.01339078942811577
0.002378462813794613,0.013974583521974504
0.0024813367053866386,0.014572104952765907
0.0025880697648972273,0.015191832915814883
0.002698304830119014,0.01583104915016509
0.00280093215405941,0.01642608313862232
0.002906335052102804,0.01703717911663311
0.003005046397447586,0.017609446711522238
0.003091562772169709,0.018109802803546578
0.0031901102047413588,0.018679725199687667
0.0033153528347611427,0.019403449880625742
0.003414195729419589,0.0199742642750716
0.003523414023220539,0.020604952702805275
0.0036322271917015314,0.021232135070622857
0.0037303664721548557,0.021797785841747075
0.0038249394856393337,0.02234245927898393
0.003920384682714939,0.02289212430793398
0.004006031434983015,0.023385086851555673
0.004110010340809822,0.023981956836998483
0.004205844830721617,0.024531980674748006
0.004331046249717474,0.025250342307495493
0.004450688604265451,0.02593637557891645
0.0045572915114462376,0.02654703553782288
0.004626128356903791,0.026941266368381473
0.004734242334961891,0.027560411941863018
0.004814293701201677,0.028018703377419237
0.004915882367640734,0.02860021739243659
0.0050296359695494175,0.029251151947585742
0.005132498685270548,0.02983928570444263
0.005238128360360861,0.0304426898404482
0.005306935869157314,0.030835340986833944
0.005374512169510126,0.031220662074658734
0.005452945362776518,0.03166720674299726
0.005529903341084719,0.03210532552753205
0.005598209798336029,0.032493878932298825
0.005670751444995403,0.03290621786983805
0.005760718137025833,0.033417285120788905
0.005853754933923483,0.033945783701158805
0.005937088280916214,0.03441909996046861
0.006002435460686684,0.034790214086708224
0.006080710794776678,0.03523469894541625
0.006170422770082951,0.03574363800595217
0.006248452700674534,0.036186248198918365
0.006363874766975641,0.03684089821646594
0.006457101553678513,0.037369259172110245
0.0065398928709328175,0.03783843268662711
0.006632418837398291,0.03836247032295953
0.006718870718032122,0.03885189378070437
0.006801869720220566,0.039321567272550095
0.006893895100802183,0.03984228579785153
0.0069997888058424,0.040441417917482944
0.007083259988576174,0.040913163343213564
0.007152731996029615,0.04130546632682045
0.0072351316921412945,0.04177070672047
0.007342826575040817,0.042378441030505816
0.007433807943016291,0.04289183400265383
0.007521589752286673,0.04338666457576531
0.007633929140865803,0.04401911039461119
0.00770234689116478,0.04440409742861838
0.00779600627720356,0.04493109031805068
0.007908329367637634,0.045562398622827814
0.007981996051967144,0.04597639221355011
0.008068576455116272,0.0464628827278621
0.008152698166668415,0.04693545121391367
0.008281068876385689,0.047656589022720346
0.008343758061528206,0.0480085841223557
0.00842929445207119,0.048488783925223114
0.0085144629701972,0.048966893782599566
0.008602269925177097,0.04945976543720272
0.008674691431224346,0.04986609024410789
0.00875613372772932,0.05032295810582324
0.008839499205350876,0.05079047492082494
0.008917232044041157,0.05122577919691246
0.00899022351950407,0.051634349326967366
0.009071613661944866,0.05208983855433725
0.009138663299381733,0.05246500344846906
0.009210219606757164,0.052865143091464506
0.009313120506703854,0.05344050685192294
0.00938404817134142,0.05383683869627407
0.009487579576671124,0.05441519525256293
0.009567687287926674,0.054862508788612714
0.009657309390604496,0.05536285833901103
0.009739565663039684,0.0558220719545884
0.00981337483972311,0.056234009316495165
0.009901308454573154,0.056724767064170775
0.009967031888663769,0.05709145482978559
0.010034367442131042,0.057466987173104604
0.010139147751033306,0.05805100437342701
0.01022840291261673,0.058548291106822074
0.010308429598808289,0.05899414795838902
0.01039597112685442,0.05948178850463793
0.010467706248164177,0.05988134754480163
0.010547702200710773,0.06032687434470436
0.010617226362228394,0.060713841394842705
0.010727777145802975,0.06132906755435742
0.010794609785079956,0.061700990955068105
0.01087864302098751,0.062168088874057455
0.010958158411085606,0.06261000600962768
0.01106243021786213,0.06318938531722139
0.01116332970559597,0.06375001255743336
0.011231258511543274,0.06412736648406198
0.011325269937515259,0.06464949248817735
0.011413258500397205,0.06513807199979445
0.011507759802043438,0.06566264565397444
0.011644190177321434,0.06641993597650858
0.011739850044250488,0.06695078496166566
0.011814865283668041,0.06736706627980207
0.011903644539415836,0.06785955183877468
0.011961215175688267,0.06817890135690984
0.01203029416501522,0.06856206418593011
0.01210789941251278,0.0689923824149443
0.012217593379318714,0.06960058853395447
0.012343112379312515,0.07029643033416949
0.012429230846464634,0.07077369636708894
0.012501194141805172,0.07117250987326647
0.012584821321070194,0.0716358070781072
0.012681054882705212,0.0721687906096591
0.01272877212613821,0.07243305199101178
0.01282555889338255,0.07296891042413553
0.01295427605509758,0.07368122620317662
0.013077400624752045,0.07436256219906359
0.013172577135264874,0.0748889959664192
0.013240402564406395,0.0752641291504665
0.013323228806257248,0.07572212131791377
0.013383226469159126,0.07605384985342722
0.013447015546262264,0.0764064186107414
0.013513398356735706,0.07677314205832608
0.01359495148062706,0.07722337120783916
0.013676339760422707,0.07767259982382486
0.013798200525343418,0.07834457746964253
0.013914420269429684,0.0789852416510804
0.014005648903548717,0.0794879898209787
0.014100179076194763,0.08000891862675838
0.014162982814013958,0.08035499085783605
0.0142326345667243,0.0807387779098392
0.01428515836596489,0.08102814161734737
0.014390042051672935,0.08160527857529473
0.014500764198601246,0.08221443096026584
0.01459050364792347,0.08270811648078719
0.01467633806169033,0.08318027444596318
0.014788943342864513,0.08379968374334201
0.014893204905092716,0.08437311370352321
0.014966374263167381,0.08477547396225757
0.015075437724590302,0.08537479035383351
0.015199138782918453,0.08605451162166934
0.01526932418346405,0.08644012574325902
0.015338822267949581,0.08682171819538319
0.015456436201930046,0.08746729919365502
0.01556986104696989,0.08808979525909989
0.015671459957957268,0.08864737379265171
0.015740549191832542,0.08902652628709334
0.015860747545957565,0.08968602664151658
0.015916358679533005,0.089991130497041
0.01601666584610939,0.09054144236414155
0.01612415350973606,0.09113071941156681
0.01619456708431244,0.09151668525163822
0.016296010464429855,0.09207242852173836
0.016350319609045982,0.09236995607243355
0.016458693891763687,0.09296360013074091
0.016591712832450867,0.09369221931698182
0.016713762655854225,0.09436074543523078
0.016802672296762466,0.09484751298454654
0.016894115135073662,0.09534784074068241
0.016984086483716965,0.09584010526609728
0.017077753320336342,0.09635256421209
0.017168859019875526,0.09685063983598227
0.017293062061071396,0.09752869923633756
0.01741466298699379,0.09819235658815839
0.01748877763748169,0.09859674088181856
0.01756669580936432,0.09902164182062242
0.017679737880825996,0.09963803720141776
0.017811547964811325,0.10035646306791321
0.017895882949233055,0.10081538915455106
0.018032006919384003,0.10155601509615098
0.018141675740480423,0.10215258189688926
0.01822039857506752,0.10258006570603175
0.018302371725440025,0.10302517253199532
0.018424635753035545,0.10368844773580804
0.0185298603028059,0.10425926505020816
0.01867014728486538,0.10501991052377911
0.018764706328511238,0.10553254394211574
0.018834225833415985,0.10590940338039354
0.018931051716208458,0.10643425648057381
0.019043637439608574,0.10704442573521697
0.019147714599967003,0.10760825780190403
0.019242463633418083,0.10812136092316772
0.01934286765754223,0.1086644410654125
0.0194112379103899,0.10903416620858737
0.019522299990057945,0.10963461957351749
0.019597405567765236,0.11004064625792769
0.01971355825662613,0.11066825922536362
0.019809873774647713,0.111188192827729
0.019874295219779015,0.11153580157685658
0.01995580457150936,0.11197545567421048
0.02006780542433262,0.11257928912382065
0.020184267312288284,0.11320685893731615
0.02030383050441742,0.11385105890923422
0.02039366029202938,0.11433497882110823
0.020505191758275032,0.11493545898237734
0.0205564945936203,0.11521163962142678
0.020670117810368538,0.11582332598124219
0.0207376591861248,0.11618689924084578
0.020851271227002144,0.11679837482623716
0.020961755886673927,0.11739283645362003
0.021078074350953102,0.11801864767818052
0.021203065291047096,0.11869103397947799
0.02132142335176468,0.1193276201942882
0.02139851823449135,0.11974218403211674
0.021499600261449814,0.12028566580727076
0.021589703857898712,0.1207701098629734
0.021715324372053146,0.12144525061214706
0.021837949752807617,0.12210425903160341
0.021950185298919678,0.12270700261746573
0.02205541729927063,0.1232719773080514
0.022168859839439392,0.12388101568194507
0.022290058434009552,0.12453110642531456
0.02239128388464451,0.12507392558181515
0.022476298734545708,0.12552939444143782
0.022567642852663994,0.12601868262736657
0.02266984060406685,0.1265659280271056
0.022753918543457985,0.12701593748985496
0.02285064570605755,0.12753361580596406
0.022950071841478348,0.1280654814777468
0.023047812283039093,0.1285881028243565
0.02317272499203682,0.12925588289634127
0.023268558084964752,0.12976811610257874
0.023386504501104355,0.13039827759304817
0.02351883426308632,0.13110516718475576
0.023642409592866898,0.13176512129976317
0.023703040555119514,0.13208883554662135
0.02381790429353714,0.1327019902336289
0.02396233379840851,0.13347242157152123
0.024067886173725128,0.13403520928966164
0.024200454354286194,0.1347417791506406
0.02431783452630043,0.1353669009233994
0.02439260296523571,0.13576502345318578
0.02448856085538864,0.1362759209887038
0.02459098771214485,0.13682040116460772
0.024707429111003876,0.13743912923220977
0.02480512671172619,0.13795789435857067
0.02488829754292965,0.13839946631014002
0.024980809539556503,0.13889055296499317
0.025080211460590363,0.13941806004102666
0.025205915793776512,0.1400848651519071
0.02531958930194378,0.14068767391975948
0.02542678266763687,0.14125600136142247
0.02550642378628254,0.1416781271293748
0.025613831356167793,0.1422470394889116
0.025685977190732956,0.14262914981249947
0.025805555284023285,0.14326235557036274
0.025890445336699486,0.14371178515692476
0.025998760014772415,0.1442851544656191
0.02607261762022972,0.14467580131945673
0.02615891769528389,0.14513220508005084
0.026226380839943886,0.14548887766133403
0.026330681517720222,0.14603939700802163
0.02645723521709442,0.1467073520099082
0.026576802134513855,0.14733768667199268
0.026700126007199287,0.14798779477252852
0.026815835386514664,0.14859756960532264
0.026906201615929604,0.14907369377670776
0.026976490393280983,0.1494439244220791
0.027028905227780342,0.1497198258584171
0.027099700644612312,0.15009215000039708
0.027204317972064018,0.1506421439072021
0.02731676585972309,0.15123290948190488
0.027455348521471024,0.1519609612668589
0.02757136896252632,0.15256983136612456
0.027659811079502106,0.1530338942348155
0.027766261249780655,0.1535923558261778
0.02786603942513466,0.15411549703027955
0.027979010716080666,0.1547074068825739
0.028103293851017952,0.15535832894105067
0.028212200850248337,0.15592852340729568
0.02831052616238594,0.15644333602232535
0.028414994478225708,0.15699012828660805
0.028510551899671555,0.15749025171997358
0.028613682836294174,0.15802966743076563
0.02871771715581417,0.15857363239075897
0.0287639107555151,0.15881505975884563
0.028883017599582672,0.15943746727447064
0.029001515358686447,0.1600565996262843
0.029114317148923874,0.16064582069050087
0.029183723032474518,0.16100834027429056
0.029273610562086105,0.16147768310210506
0.029371757060289383,0.16198990623331552
0.02948795072734356,0.16259630186255847
0.029563715681433678,0.16299157805548536
0.029704738408327103,0.16372726920349548
0.02981729805469513,0.16431417322134717
0.029891209676861763,0.1646994623584529
0.029977086931467056,0.16514710793941959
0.03010769747197628,0.1658272595269173
0.030224734917283058,0.16643669650853166
0.03032021038234234,0.16693379133970265
0.03040423057973385,0.16737108255682
0.03048807382583618,0.16780678722955025
0.030586857348680496,0.16831966204327942
0.03069581277668476,0.1688848070846764
0.03075721673667431,0.16920315602308164
0.0308220237493515,0.1695391025261619
0.03090164065361023,0.16995147428759008
0.030988356098532677,0.17040034919177274
0.03110753558576107,0.17101692736772633
0.0312159713357687,0.171577889283723
0.03134011849761009,0.17221999110237088
0.03144395723938942,0.17275678391349383
0.03153621777892113,0.17323354102736194
0.03158881515264511,0.17350520105454464
0.031664133071899414,0.17389410680330275
0.03179793432354927,0.17458442110361297
0.03192899376153946,0.1752600686201577
0.03205908462405205,0.17593053503071757
0.03214426338672638,0.17636943162689123
0.03222741186618805,0.17679786987380872
0.03233367204666138,0.1773451780373941
0.0324692502617836,0.17804330095222617
0.032547660171985626,0.178446508793246
0.032695502042770386,0.17920660996859453
0.03278181701898575,0.1796482102840481
0.03288998827338219,0.18020131073274498
0.03298235312104225,0.18067327847416056
0.03306381776928902,0.18108953067919892
0.0331948921084404,0.1817588774382125
0.03328213840723038,0.18220436762011027
0.033391665667295456,0.18276347875422186
0.033463072031736374,0.18312794111494
0.03353900462388992,0.18351536084247416
